1.000000000000000048e-04 1.008130820248883230e+00 8.130820248883278978e-03
3.450940683466644822e-04 9.912910706571534947e-01 -8.705324842770168284e-03
5.901881366933290273e-04 1.010072999136325311e+00 1.008439004189765932e-02
8.352822050399935725e-04 9.897234465053053043e-01 -1.025386574623807917e-02
1.080376273386658009e-03 9.920167235103979353e-01 -7.945010079727043290e-03
1.325470341733322446e-03 9.898673467181235974e-01 -1.007501271209490339e-02
1.570564410079987100e-03 9.984733507321533752e-01 -1.444881998244345114e-03
1.815658478426651536e-03 9.945574067886931990e-01 -5.333629790637351049e-03
2.060752546773315756e-03 1.014776708265736627e+00 1.492002841982495963e-02
2.305846615119980410e-03 9.992100699305207501e-01 -6.131566995987330123e-04
2.550940683466644630e-03 9.934007072110911940e-01 -6.384122277862717965e-03
2.796034751813309283e-03 1.016789454412020843e+00 1.705411867330840561e-02
3.041128820159973937e-03 9.861523882714712252e-01 -1.354388065034470116e-02
3.286222888506638157e-03 9.902142836442319185e-01 -9.429529783818954916e-03
3.531316956853302810e-03 9.933042935015945485e-01 -6.283061972529264960e-03
3.776411025199967030e-03 1.006513273024985722e+00 6.991523215773900839e-03
4.021505093546632117e-03 1.003663672427954845e+00 4.204541870430945211e-03
4.266599161893296771e-03 1.002127583904399266e+00 2.735520657746827889e-03
4.511693230239961425e-03 9.869289454880988410e-01 -1.240151297884512990e-02
4.756787298586625211e-03 1.022276590278393238e+00 2.304757589270405721e-02
5.001881366933289864e-03 9.935792579430796634e-01 -5.592122147619351356e-03
5.246975435279954518e-03 9.894263229482349598e-01 -9.665602237878066771e-03
5.492069503626619172e-03 9.998863530985752091e-01 8.918381734148350583e-04
5.737163571973283825e-03 9.892319939102278692e-01 -9.682386858046929806e-03
5.982257640319948479e-03 1.017206428046247391e+00 1.842025177458119292e-02
6.227351708666612265e-03 9.881366190725500154e-01 -1.058555669939986732e-02
6.472445777013276919e-03 1.017104363900596997e+00 1.852531965246014337e-02
6.717539845359941572e-03 9.862087670163636188e-01 -1.230701260167380191e-02
6.962633913706606226e-03 1.010551967529149664e+00 1.218594377320227247e-02
7.207727982053270879e-03 9.848234745965775971e-01 -1.346994691037684683e-02
7.452822050399934665e-03 9.905194992183816716e-01 -7.645200811878241284e-03
7.697916118746599319e-03 1.004395895378195736e+00 6.381467143410124096e-03
7.943010187093263105e-03 9.981729387089234296e-01 2.740185232070565689e-04
8.188104255439927759e-03 9.975353959748439747e-01 -2.331176101899415951e-04
8.433198323786592412e-03 1.020307512001609629e+00 2.272880933162731154e-02
8.678292392133257066e-03 9.920609111537229685e-01 -5.445797251548743258e-03
8.923386460479921720e-03 1.003225838532798564e+00 5.891829365477714402e-03
9.168480528826586373e-03 1.002545737533192094e+00 5.358509017329296867e-03
9.413574597173249292e-03 1.004684829820218006e+00 7.656565201998829714e-03
9.658668665519913946e-03 9.991967619663890687e-01 2.308428220698408723e-03
9.903762733866578599e-03 1.002813652507835718e+00 6.097365120049686761e-03
1.014885680221324325e-02 9.839403020170832681e-01 -1.267605021248245298e-02
1.039395087055990791e-02 1.017190683994418254e+00 2.085999281532802466e-02
1.063904493890657256e-02 1.015800256907351429e+00 1.963974509370571692e-02
1.088413900725323721e-02 9.952130515357566765e-01 -8.495999288241880623e-04
1.112923307559990187e-02 9.974104899541464953e-01 1.536637097427351112e-03
1.137432714394656652e-02 9.894288164388800322e-01 -6.295380202123885931e-03
1.161942121229323117e-02 1.005189740885978456e+00 9.723317814531964864e-03
1.186451528063989583e-02 1.006783588968916732e+00 1.151840463146797978e-02
1.210960934898655875e-02 9.903559420002927549e-01 -4.791594086509173671e-03
1.235470341733322340e-02 9.859312325673774691e-01 -9.039941584749978595e-03
1.259979748567988805e-02 1.007442493231659464e+00 1.278749813159989895e-02
1.284489155402655271e-02 1.004537379695507493e+00 1.007692218205132051e-02
1.308998562237321736e-02 9.920833809376542467e-01 -2.234367747411580233e-03
1.333507969071988201e-02 9.780985986892682948e-01 -1.608685783902216726e-02
1.358017375906654667e-02 9.780363836063439287e-01 -1.593307822143721214e-02
1.382526782741321132e-02 9.931892972913967110e-01 -4.629643081310113283e-04
1.407036189575987598e-02 1.000709630013904450e+00 7.334979664016455687e-03
1.431545596410654063e-02 9.761576987329816379e-01 -1.715159938657981331e-02
1.456055003245320355e-02 9.950467754043402779e-01 2.103324282274118308e-03
1.480564410079986820e-02 1.004853002034598486e+00 1.222191196387850849e-02
1.505073816914653285e-02 9.956005760083632694e-01 3.146292593701228556e-03
1.529583223749319751e-02 9.846341195144306946e-01 -7.657283510910450203e-03
1.554092630583986216e-02 9.896152002828408900e-01 -2.385909695137743668e-03
1.578602037418652682e-02 9.926504717716873039e-01 9.300347231371784403e-04
1.603111444253318973e-02 9.885313347296046382e-01 -2.964324934084178013e-03
1.627620851087985612e-02 9.852108640282362106e-01 -6.051049978211511977e-03
1.652130257922651904e-02 9.881622644047189929e-01 -2.806312520377428690e-03
1.676639664757318543e-02 9.816977539893734228e-01 -9.060453973992039362e-03
1.701149071591984835e-02 9.847125787249848550e-01 -5.742912648377307763e-03
1.725658478426651474e-02 9.830667959730700067e-01 -7.126719515927806663e-03
1.750167885261317766e-02 9.797954854705032135e-01 -1.014961801206279782e-02
1.774677292095984404e-02 9.928968053157148921e-01 3.375052373020478568e-03
1.799186698930650696e-02 1.002274398241987718e+00 1.314738049156514293e-02
1.823696105765317335e-02 9.762396189385820211e-01 -1.287770634076051100e-02
1.848205512599983627e-02 9.996784921801732393e-01 1.112573004879248428e-02
1.872714919434649919e-02 9.773855794715755607e-01 -1.112189382660317902e-02
1.897224326269316558e-02 9.900178834652023641e-01 1.967499188604714035e-03
1.921733733103982850e-02 9.934897050962974152e-01 5.794984144324080017e-03
1.946243139938649488e-02 9.579032384005317091e-01 -2.992575498531297590e-02
1.970752546773315780e-02 1.004797948382632811e+00 1.789047486057875058e-02
1.995261953607982419e-02 9.788336484520989700e-01 -8.090800975956966706e-03
2.019771360442648711e-02 9.745404770345109657e-01 -1.211733238002349160e-02
2.044280767277315350e-02 9.784831109369055424e-01 -7.791340578835351943e-03
2.068790174111981642e-02 9.764794483053795826e-01 -9.490327845952335750e-03
2.093299580946648281e-02 9.728156134886468687e-01 -1.287120799768868770e-02
2.117808987781314572e-02 1.012833860680408371e+00 2.808947192592094882e-02
2.142318394615980864e-02 9.783054620618968356e-01 -6.613325801419125266e-03
2.166827801450647503e-02 9.860637046894052959e-01 1.617066861126804098e-03
2.191337208285313795e-02 9.808296316277489435e-01 -3.344769279144449783e-03
2.215846615119980434e-02 9.861501418674760711e-01 2.422447620206133294e-03
2.240356021954646726e-02 9.859221931694387431e-01 2.555659481074972015e-03
2.264865428789313365e-02 9.806718303587930174e-01 -2.416176539971716559e-03
2.289374835623979657e-02 9.917422507342003035e-01 9.220584359981473868e-03
2.313884242458646295e-02 9.801097316375263491e-01 -2.241787066850848935e-03
2.338393649293312587e-02 9.798181914942665216e-01 -2.159393987171805574e-03
2.362903056127979226e-02 9.758983459945821393e-01 -5.769548890504660674e-03
2.387412462962645518e-02 9.714281314654767963e-01 -9.939583207035590159e-03
2.411921869797311810e-02 9.791398298764357744e-01 -1.688622059106516422e-03
2.436431276631978449e-02 9.707497207858728494e-01 -9.850895730616555240e-03
2.460940683466644741e-02 9.904857560664001026e-01 1.068383411616677901e-02
2.485450090301311379e-02 9.844344177967983001e-01 4.915102431088157545e-03
2.509959497135977671e-02 9.836247814431178238e-01 4.498480389252321361e-03
2.534468903970644310e-02 9.928892212343253254e-01 1.437747217854836584e-02
