# PAD_Lys3-close_ProteinONLY_0_img1.txt - (0.995000) * PAD_Lys3-close_BuffONLY_0_img1.txt
0.074853  979.676500
0.076535  978.421000
0.078217  995.694000
0.079898  987.030000
0.081580  938.161000
0.083262  904.239000
0.084943  889.832500
0.086625  851.433500
0.088307  853.114500
0.089988  845.919000
0.091670  820.421500
0.093351  812.601000
0.095033  796.194500
0.096714  782.496000
0.098396  760.320000
0.100080  746.310500
0.101760  734.752000
0.103440  710.032000
0.105120  689.544500
0.106800  667.160000
0.108480  659.254500
0.110170  654.725000
0.111850  633.326000
0.113530  620.319500
0.115210  613.614500
0.116890  598.938500
0.118570  577.253000
0.120250  543.057500
0.121930  516.734000
0.123610  511.539000
0.125300  508.354500
0.126980  483.816500
0.128660  461.111000
0.130340  447.042500
0.132020  429.928500
0.133700  416.524000
0.135380  409.226000
0.137060  393.122500
0.138740  377.432500
0.140420  362.138500
0.142100  349.245000
0.143780  333.345000
0.145460  323.124500
0.147150  325.599000
0.148830  316.606500
0.150510  297.431000
0.152190  284.819000
0.153870  269.208500
0.155550  254.120500
0.157230  249.712500
0.158910  241.900500
0.160590  231.403000
0.162270  222.600000
0.163950  211.101500
0.165630  204.900500
0.167310  200.183500
0.168990  184.295000
0.170670  161.222000
0.172350  151.428000
0.174030  153.819000
0.175710  150.220500
0.177390  146.907000
0.179070  144.876000
0.180750  142.061000
0.182430  139.776500
0.184110  128.698500
0.185790  121.775500
0.187460  122.247000
0.189140  119.462500
0.190820  109.279000
0.192500  95.587000
0.194180  89.992000
0.195860  88.083000
0.197540  82.484000
0.199220  77.879500
0.200900  81.860000
0.202580  85.435000
0.204260  77.253500
0.205930  66.491500
0.207610  62.502500
0.209290  57.601000
0.210970  49.192000
0.212650  43.795500
0.214330  44.684500
0.216010  42.278500
0.217690  39.988000
0.219360  43.686000
0.221040  43.273500
0.222720  37.764000
0.224400  32.168000
0.226080  28.885500
0.227750  33.479000
0.229430  38.859500
0.231110  31.183500
0.232790  24.197500
0.234470  24.977500
0.236140  22.583500
0.237820  21.603000
0.239500  20.310500
0.241180  17.895500
0.242850  20.779000
0.244530  22.990000
0.246210  25.701500
0.247890  28.289500
0.249560  22.001500
0.251240  8.228500
0.252920  5.018000
0.254600  9.794500
0.256270  12.888000
0.257950  19.368000
0.259630  21.560000
0.261300  23.257500
0.262980  25.849500
0.264660  21.763000
0.266330  18.280000
0.268010  14.886000
0.269690  16.463500
0.271360  19.849000
0.273040  15.264500
0.274710  11.384500
0.276390  8.215500
0.278070  9.421500
0.279740  12.793500
0.281420  11.292000
0.283090  15.893000
0.284770  23.667500
0.286450  23.153500
0.288120  26.144500
0.289800  27.231500
0.291470  15.772000
0.293150  12.795500
0.294820  16.276500
0.296500  21.864000
0.298170  25.059500
0.299850  21.875500
0.301520  24.579000
0.303200  21.074000
0.304870  17.077500
0.306550  17.284000
0.308220  20.969000
0.309900  19.773500
0.311570  12.099000
0.313250  12.182000
0.314920  14.959500
0.316590  16.668000
0.318270  18.594500
0.319940  24.284500
0.321620  25.962000
0.323290  27.665500
0.324960  30.954000
0.326640  20.052500
0.328310  13.858000
0.329990  21.060500
0.331660  18.683000
0.333330  20.182500
0.335010  24.983500
0.336680  18.801000
0.338350  16.493000
0.340020  16.189000
0.341700  17.568500
0.343370  20.058500
0.345040  23.367500
0.346720  23.180500
0.348390  20.404000
0.350060  26.791500
0.351730  27.374500
0.353400  21.981000
0.355080  15.501000
0.356750  12.432000
0.358420  19.632500
0.360090  24.508000
0.361760  22.704500
0.363440  18.910500
0.365110  19.811000
0.366780  22.720500
0.368450  25.828000
0.370120  27.506500
0.371790  20.525000
0.373460  13.063500
0.375140  12.982500
0.376810  18.978000
0.378480  13.778500
0.380150  15.573500
0.381820  27.049000
0.383490  21.680000
0.385160  15.308000
0.386830  18.504500
0.388500  16.611500
0.390170  16.605500
0.391840  16.233000
0.393510  11.180000
0.395180  16.091000
0.396850  22.482000
0.398520  21.269500
0.400190  17.262500
0.401860  18.356000
0.403530  23.639000
0.405200  25.234500
0.406860  26.740500
0.408530  18.371000
0.410200  12.577500
0.411870  22.138000
0.413540  20.143500
0.415210  13.954500
0.416880  16.837500
0.418540  18.621000
0.420210  19.414500
0.421880  21.210000
0.423550  19.607000
0.425220  21.297000
0.426880  21.488500
0.428550  15.007500
0.430220  13.604500
0.431890  12.407500
0.433550  10.323000
0.435220  17.800500
0.436890  21.483500
0.438550  12.105500
0.440220  8.027500
0.441890  13.512000
0.443550  14.008000
0.445220  12.708500
0.446890  13.305000
0.448550  7.904500
0.450220  5.096500
0.451880  7.296500
0.453550  16.374000
0.455220  23.244000
0.456880  21.628000
0.458550  22.014000
0.460210  16.919500
0.461880  14.619500
0.463540  20.493500
0.465210  22.986000
0.466870  18.021000
0.468540  17.508500
0.470200  19.573000
0.471870  20.390000
0.473530  25.787000
0.475190  23.072500
0.476860  11.608500
0.478520  12.588500
0.480190  0.992500
0.481850  -11.389500
0.483510  9.550500
0.485180  23.029000
0.486840  27.201000
0.488500  38.265500
0.490170  43.563000
0.491830  23.023000
0.493490  26.222000
0.495150  43.765500
0.496820  19.697500
0.498480  -4.478500
0.500140  2.750500
0.501800  22.360000
0.503460  40.423000
0.505130  29.174500
0.506790  23.344000
0.508450  8.953000
0.510110  -44.635000
0.511770  0.000000
0.513430  0.000000
